gene,class
ERICH1-AS1,Neuro-Ex
FMN1,Neuro-Ex
EIF4A2,Neuro-Ex
KCNH5,Neuro-Ex
PLEKHA5,Neuro-Ex
BDP11,Neuro-Ex
LINC01122,Neuro-Ex
STMN2,Neuro-Ex
NELL2,Neuro-Ex
ENC11,Neuro-Ex
NSF,Neuro-Ex
ZNF385B,Neuro-Ex
ACTG1,Neuro-Ex
SV2B,Neuro-Ex
CDH8,Neuro-Ex
SYP,Neuro-Ex
ATP2B11,Neuro-Ex
ANO3,Neuro-Ex
RTN4,Neuro-Ex
SPON1,Neuro-Ex
RP1-34H18.1,Neuro-Ex
DAB1,Neuro-Ex
FRMPD4,Neuro-Ex
MAGI3,Neuro-Ex
CHD5,Neuro-Ex
SRRM31,Neuro-Ex
CNTN3,Neuro-Ex
THSD7A,Neuro-Ex
NDUFA4,Neuro-Ex
PCDH9,Neuro-Ex
RYR21,Neuro-Ex
FLRT2,Neuro-Ex
PSAP,Neuro-Ex
MTCH1,Neuro-Ex
DSCAM,Neuro-Ex
COL11A1,Neuro-Ex
EPHA5,Neuro-Ex
PCSK2,Neuro-Ex
LINC00599,Neuro-Ex
MPHOSPH81,Neuro-Ex
AC007563.5,Neuro-Ex
GABRA1,Neuro-Ex
RAB3B,Neuro-Ex
TESC,Neuro-Ex
SCN3A,Neuro-Ex
MAP21,Neuro-Ex
TSC22D1,Neuro-Ex
YWHAB,Neuro-Ex
HSPA8,Neuro-Ex
STX1A,Neuro-Ex
SLC24A2,Neuro-Ex
GRIK3,Neuro-Ex
TRPC5,Neuro-Ex
SYT7,Neuro-Ex
AHI11,Neuro-Ex
NDST3,Neuro-Ex
UBB,Neuro-Ex
RHOBTB2,Neuro-Ex
ELAVL4,Neuro-Ex
PART1,Neuro-Ex
MYRIP,Neuro-Ex
GRIA21,Neuro-Ex
MAST3,Neuro-Ex
GNAS,Neuro-Ex
RP11-32K4.1,Neuro-Ex
AK5,Neuro-Ex
TTC31,Neuro-Ex
CAMKK1,Neuro-Ex
PGK1,Neuro-Ex
ILDR2,Neuro-Ex
SLC35F3,Neuro-Ex
SPOCK1,Neuro-Ex
PLEKHA1,Neuro-Ex
SNHG141,Neuro-Ex
MKL2,Neuro-Ex
CACNA2D3,Neuro-Ex
PPP3CA,Neuro-Ex
PPIA,Neuro-Ex
LRRC7,Neuro-Ex
VWC2L,Neuro-Ex
DACH1,Neuro-Ex
GPC6,Neuro-Ex
DMTN,Neuro-Ex
RAB6B,Neuro-Ex
CHSY3,Neuro-Ex
MAPK10,Neuro-Ex
FAM155A,Neuro-Ex
CPNE5,Neuro-Ex
11-Sep,Neuro-Ex
HOMER1,Neuro-Ex
CA10,Neuro-Ex
PHYHIP,Neuro-Ex
SCN3B,Neuro-Ex
EPHA4,Neuro-Ex
KCNC2,Neuro-Ex
DNAH6,Neuro-Ex
DPY19L1,Neuro-Ex
PPFIBP1,Neuro-Ex
CAMKK2,Neuro-Ex
DLGAP1-AS4,Neuro-Ex
CCNI,Neuro-Ex
RP11-30J20.1,Neuro-Ex
NUAK1,Neuro-Ex
SORCS3,Neuro-Ex
DMD,Neuro-Ex
EVL,Neuro-Ex
KIAA1211L,Neuro-Ex
CLMN,Neuro-Ex
COL24A1,Neuro-Ex
ARNTL2,Neuro-Ex
NRXN1,Neuro-Ex
NEGR1,Neuro-Ex
TMEM178B,Neuro-Ex
PDE3A,Neuro-Ex
TARBP1,Neuro-Ex
DCLK1,Neuro-Ex
UNC13C,Neuro-Ex
NAPB,Neuro-Ex
NELL1,Neuro-Ex
ITGB8,Neuro-Ex
NRCAM,Neuro-Ex
KCTD1,Neuro-Ex
PARM1,Neuro-Ex
FZD3,Neuro-Ex
BAIAP2,Neuro-Ex
YWHAZ,Neuro-Ex
NREP,Neuro-Ex
GRIN3A,Neuro-Ex
LAMA4,Neuro-Ex
PAK1,Neuro-Ex
SULT4A1,Neuro-Ex
MYO16,Neuro-Ex
TUBA4A,Neuro-Ex
TENM3,Neuro-Ex
HECW1,Neuro-Ex
TPI1,Neuro-Ex
STXBP1,Neuro-Ex
GSG1L,Neuro-Ex
THRB,Neuro-Ex
ANKS1B,Neuro-Ex
KCNH8,Neuro-Ex
RASGEF1C,Neuro-Ex
SATB1,Neuro-Ex
CDH20,Neuro-Ex
NDRG4,Neuro-Ex
ZNF804A,Neuro-Ex
CAMKV,Neuro-Ex
RIMS3,Neuro-Ex
KLC1,Neuro-Ex
ALOX12P2,Neuro-Ex
RPL31,Neuro-Ex
MAGI2,Neuro-Ex
PRKAR1B,Neuro-Ex
BCL11A,Neuro-Ex
NPTX1,Neuro-Ex
RASGRP1,Neuro-Ex
SRRM3,Neuro-Ex
SHISA9,Neuro-Ex
TAGLN3,Neuro-Ex
CAMK2D,Neuro-Ex
CDH13,Neuro-Ex
GOLGA8A,Neuro-Ex
PDE7B,Neuro-Ex
ARHGAP26,Neuro-Ex
SKP1,Neuro-Ex
MDH1,Neuro-Ex
FOXP1,Neuro-Ex
ENPP7P4,Neuro-Ex
KCNMA1,Neuro-Ex
NRN1,Neuro-Ex
XKR4,Neuro-Ex
CBLN2,Neuro-Ex
SRRM4,Neuro-Ex
SYN3,Neuro-Ex
OIP5-AS1,Neuro-Ex
SCG5,Neuro-Ex
CCDC136,Neuro-Ex
ATP6V1B2,Neuro-Ex
TSHZ3,Neuro-Ex
MEIS2,Neuro-Ex
CSGALNACT1,Neuro-Ex
CFL1,Neuro-Ex
GRIK4,Neuro-Ex
REEP5,Neuro-Ex
CDH10,Neuro-Ex
HS3ST5,Neuro-Ex
RALGPS2,Neuro-Ex
ARAP2,Neuro-Ex
MAP2,Neuro-Ex
ITPR1,Neuro-Ex
PCSK1,Neuro-Ex
PREPL,Neuro-Ex
CTNND1,Neuro-Ex
HINT1,Neuro-Ex
ALCAM,Neuro-Ex
UNC5C,Neuro-Ex
RFTN1,Neuro-Ex
SERPINI1,Neuro-Ex
ADAMTS19,Neuro-Ex
PLD5,Neuro-Ex
PWAR6,Neuro-Ex
MEF2A,Neuro-Ex
CLU,Neuro-Ex
PCDH11X,Neuro-Ex
SETBP1,Neuro-Ex
1-Mar,Neuro-Ex
TCEAL2,Neuro-Ex
GABRB2,Neuro-Ex
EFNA5,Neuro-Ex
ANKRD32,Neuro-Ex
AQP4-AS1,Neuro-Ex
CAP2,Neuro-Ex
TCEB2,Neuro-Ex
KCNQ3,Neuro-Ex
GRIA3,Neuro-Ex
SIPA1L1,Neuro-Ex
GDA,Neuro-Ex
SYN2,Neuro-Ex
GNAO1,Neuro-Ex
FRMD4A,Neuro-Ex
ADCY2,Neuro-Ex
PRKAG2,Neuro-Ex
RP11-739G5.1,Neuro-Ex
KCNH3,Neuro-Ex
ATP2A2,Neuro-Ex
BEX2,Neuro-Ex
MMP16,Neuro-Ex
SPTBN4,Neuro-Ex
WBP2,Neuro-Ex
TMEM59L,Neuro-Ex
SUSD4,Neuro-Ex
VPS13A,Neuro-Ex
PVRL3,Neuro-Ex
SCN1A,Neuro-Ex
NAT8L,Neuro-Ex
INPP4B,Neuro-Ex
RANBP17,Neuro-Ex
MAP2K1,Neuro-Ex
LARP1B,Neuro-Ex
CDH22,Neuro-Ex
MAP1A,Neuro-Ex
UBC,Neuro-Ex
PCDH17,Neuro-Ex
CACNA1B,Neuro-Ex
MYT1L,Neuro-Ex
FOCAD,Neuro-Ex
PLCXD3,Neuro-Ex
MGLL,Neuro-Ex
CSMD3,Neuro-Ex
ROCK2,Neuro-Ex
CDH9,Neuro-Ex
FAT3,Neuro-Ex
ATP6V1E1,Neuro-Ex
KCNMB4,Neuro-Ex
DSCAML1,Neuro-Ex
SRSF11,Neuro-Ex
EPB41L2,Neuro-Ex
GABRB1,Neuro-Ex
HIVEP2,Neuro-Ex
KCTD8,Neuro-Ex
MCHR2,Neuro-Ex
GULP1,Neuro-Ex
RAPGEF5,Neuro-Ex
ITPK1,Neuro-Ex
GRM5,Neuro-Ex
RASGRF2,Neuro-Ex
KCNH1,Neuro-Ex
PCDH11Y,Neuro-Ex
UNC13A,Neuro-Ex
BICC1,Neuro-Ex
INA,Neuro-Ex
GHITM,Neuro-Ex
NCAM2,Neuro-Ex
STXBP6,Neuro-Ex
MGAT5,Neuro-Ex
FRRS1L,Neuro-Ex
LRRK2,Neuro-Ex
GABARAPL1,Neuro-Ex
LARGE,Neuro-Ex
LMO7,Neuro-Ex
SEZ6L,Neuro-Ex
CAMK1D,Neuro-Ex
LRRC28,Neuro-Ex
ARF1,Neuro-Ex
DGKG,Neuro-Ex
SYNGR1,Neuro-Ex
SNCA,Neuro-Ex
GRM3,Neuro-Ex
PAK7,Neuro-Ex
DLGAP1,Neuro-Ex
RAB3A,Neuro-Ex
MTUS2,Neuro-Ex
SARAF,Neuro-Ex
NETO1,Neuro-Ex
LRRTM3,Neuro-Ex
TANC2,Neuro-Ex
CACNA1E,Neuro-Ex
WASF1,Neuro-Ex
RBMS1,Neuro-Ex
SRP14,Neuro-Ex
AFF3,Neuro-Ex
DGKI,Neuro-Ex
CELF4,Neuro-Ex
NDFIP1,Neuro-Ex
EXTL2,Neuro-Ex
CORO6,Neuro-Ex
CELF5,Neuro-Ex
MIAT,Neuro-Ex
RFX3,Neuro-Ex
SGCD,Neuro-Ex
CAMK2G,Neuro-Ex
IDS,Neuro-Ex
RAP1GAP2,Neuro-Ex
KCNB1,Neuro-Ex
C1orf115,Neuro-Ex
HSPH1,Neuro-Ex
UBE2E3,Neuro-Ex
FARP1,Neuro-Ex
CACNA1C,Neuro-Ex
DIAPH2,Neuro-Ex
PNMA2,Neuro-Ex
PTCHD4,Neuro-Ex
TOLLIP,Neuro-Ex
GRIA1,Neuro-Ex
UST,Neuro-Ex
CAMK2B,Neuro-Ex
PRMT8,Neuro-Ex
PTPN13,Neuro-Ex
SLC6A7,Neuro-Ex
CPLX2,Neuro-Ex
ARL4C,Neuro-Ex
ACTB,Neuro-Ex
TRPM2,Neuro-Ex
MOAP1,Neuro-Ex
KIAA0319,Neuro-Ex
SLC39A11,Neuro-Ex
ADCY1,Neuro-Ex
RNF11,Neuro-Ex
GDI1,Neuro-Ex
PRKD1,Neuro-Ex
ZFPM2,Neuro-Ex
RPL23,Neuro-Ex
ETS2,Neuro-Ex
NYAP2,Neuro-Ex
NFIB,Neuro-Ex
GABRD,Neuro-Ex
RPH3A,Neuro-Ex
PLCH1,Neuro-Ex
PLXNA4,Neuro-Ex
NTRK3,Neuro-Ex
DOCK4,Neuro-Ex
PPFIA2,Neuro-Ex
SYNJ2,Neuro-Ex
PDE8B,Neuro-Ex
PKM,Neuro-Ex
EML6,Neuro-Ex
NLK,Neuro-Ex
HDAC9,Neuro-Ex
DYNLL2,Neuro-Ex
VPS41,Neuro-Ex
GABRB3,Neuro-Ex
AC091878.1,Neuro-Ex
LRFN2,Neuro-Ex
GRIA4,Neuro-Ex
FAIM2,Neuro-Ex
SLC38A1,Neuro-Ex
COX4I1,Neuro-Ex
DIP2A,Neuro-Ex
C8orf34,Neuro-Ex
CTSB,Neuro-Ex
RAP1GAP,Neuro-Ex
RPS18,Neuro-Ex
SYN1,Neuro-Ex
KLHL5,Neuro-Ex
XYLT1,Neuro-Ex
SLC12A5,Neuro-Ex
SLC6A17,Neuro-Ex
OXR1,Neuro-Ex
BACH2,Neuro-Ex
SERINC3,Neuro-Ex
PAM,Neuro-Ex
TMEM130,Neuro-Ex
SORL1,Neuro-Ex
MLLT4,Neuro-Ex
KCNA2,Neuro-Ex
RUNDC3A,Neuro-Ex
SH3RF3,Neuro-Ex
SLC39A10,Neuro-Ex
EGR1,Neuro-Ex
LIN7A,Neuro-Ex
RPL21,Neuro-Ex
STRBP,Neuro-Ex
NDFIP2,Neuro-Ex
TMEM132B,Neuro-Ex
PJA2,Neuro-Ex
SERINC1,Neuro-Ex
ATP5A1,Neuro-Ex
SMPD3,Neuro-Ex
GABARAPL2,Neuro-Ex
RPS4X,Neuro-Ex
CERS6,Neuro-Ex
SLC30A3,Neuro-Ex
DNM1,Neuro-Ex
ITM2C,Neuro-Ex
SLIT3,Neuro-Ex
TMEM232,Neuro-Ex
RASAL2,Neuro-Ex
PDE10A,Neuro-Ex
DKK3,Neuro-Ex
ADAM23,Neuro-Ex
PTK2B,Neuro-Ex
SCAI,Neuro-Ex
NAP1L2,Neuro-Ex
CDK5R1,Neuro-Ex
PRICKLE1,Neuro-Ex
GUCY1A2,Neuro-Ex
ATP5B,Neuro-Ex
BEX4,Neuro-Ex
CACNA2D1,Neuro-Ex
USP11,Neuro-Ex
GCC2,Neuro-Ex
ZNF704,Neuro-Ex
GARNL3,Neuro-Ex
DGKH,Neuro-Ex
TSPYL4,Neuro-Ex
GUK1,Neuro-Ex
DCAF6,Neuro-Ex
FBXL2,Neuro-Ex
HTR1E,Neuro-Ex
TMEM178A,Neuro-Ex
ATPIF1,Neuro-Ex
PGM2L1,Neuro-Ex
RPL37A,Neuro-Ex
NRSN1,Neuro-Ex
CDKL5,Neuro-Ex
CAMTA1,Neuro-Ex
UQCRH,Neuro-Ex
C11orf87,Neuro-Ex
SDK1,Neuro-Ex
PPM1L,Neuro-Ex
C16orf45,Neuro-Ex
RAPGEF4,Neuro-Ex
KIF5A,Neuro-Ex
PTPRO,Neuro-Ex
SOD1,Neuro-Ex
CNKSR2,Neuro-Ex
RPS14,Neuro-Ex
SORBS1,Neuro-Ex
OSBP2,Neuro-Ex
SH3GL2,Neuro-Ex
AC074363.1,Neuro-Ex
PTPRN2,Neuro-Ex
KIRREL3,Neuro-Ex
LMO3,Neuro-Ex
MICAL2,Neuro-Ex
CCDC3,Neuro-Ex
TMEM30A,Neuro-Ex
ZMAT4,Neuro-Ex
ARHGAP32,Neuro-Ex
GRIN1,Neuro-Ex
ITPR2,Neuro-Ex
USMG5,Neuro-Ex
CTNNB1,Neuro-Ex
CEMIP,Neuro-Ex
SLC24A3,Neuro-Ex
NIPAL2,Neuro-Ex
NDUFA1,Neuro-Ex
GNG7,Neuro-Ex
SLIT2,Neuro-Ex
ASTN2,Neuro-Ex
CACNB4,Neuro-Ex
CNRIP1,Neuro-Ex
FAM134B,Neuro-Ex
RPL15,Neuro-Ex
PRICKLE2,Neuro-Ex
GLS,Neuro-Ex
RPS27,Neuro-Ex
COX7C,Neuro-Ex
FGF12,Neuro-Ex
SLC25A3,Neuro-Ex
LINC01322,Neuro-Ex
SSBP3,Neuro-Ex
ABCC8,Neuro-Ex
CHL1,Neuro-Ex
COX6C,Neuro-Ex
ENOX1,Neuro-Ex
GRIN2B,Neuro-Ex
DOK6,Neuro-Ex
ARL15,Neuro-Ex
RCAN2,Neuro-Ex
NAV3,Neuro-Ex
NUCKS1,Neuro-Ex
LINGO1,Neuro-Ex
SHC3,Neuro-Ex
AES,Neuro-Ex
CACNA1A,Neuro-Ex
STXBP5-AS1,Neuro-Ex
SSX2IP,Neuro-Ex
MAPK1,Neuro-Ex
ZNF365,Neuro-Ex
HERC1,Neuro-Ex
RPS12,Neuro-Ex
NAP1L1,Neuro-Ex
DSTN,Neuro-Ex
NAP1L3,Neuro-Ex
NBEA,Neuro-Ex
PDZRN3,Neuro-Ex
ASAP1,Neuro-Ex
PTEN,Neuro-Ex
PCMT1,Neuro-Ex
CA11,Neuro-Ex
CDC14B,Neuro-Ex
BTBD9,Neuro-Ex
YPEL3,Neuro-Ex
PBX1,Neuro-Ex
EPHA6,Neuro-Ex
PPP2R2C,Neuro-Ex
KIAA1109,Neuro-Ex
APLP1,Neuro-Ex
DGKZ,Neuro-Ex
DPYSL2,Neuro-Ex
SIRPA,Neuro-Ex
KIAA1549L,Neuro-Ex
XKR6,Neuro-Ex
STXBP5,Neuro-Ex
RPL13A,Neuro-Ex
RAC1,Neuro-Ex
DLGAP4,Neuro-Ex
CTDSPL,Neuro-Ex
TPPP,Neuro-Ex
ATP5E,Neuro-Ex
MAP3K5,Neuro-Ex
BMPER,Neuro-Ex
DYNC1I1,Neuro-Ex
MAN1A1,Neuro-Ex
TMEM160,Neuro-Ex
PAK3,Neuro-Ex
KIF5C,Neuro-Ex
SPATS2,Neuro-Ex
TOMM20,Neuro-Ex
NTRK2,Neuro-Ex
COX5B,Neuro-Ex
CACNG8,Neuro-Ex
CLCN4,Neuro-Ex
MCF2L2,Neuro-Ex
PRKAR1A,Neuro-Ex
GNAL,Neuro-Ex
TMEM108,Neuro-Ex
BRINP2,Neuro-Ex
MTATP6P1,Neuro-Ex
TTC39C,Neuro-Ex
PACSIN1,Neuro-Ex
SLC4A10,Neuro-Ex
CNTN4,Neuro-Ex
LINC-PINT,Neuro-Ex
C14orf2,Neuro-Ex
GPR158,Neuro-Ex
CDH2,Neuro-Ex
RUNDC3B,Neuro-Ex
PTPRG,Neuro-Ex
NR2F1-AS1,Neuro-Ex
AC005592.2,Neuro-Ex
KIAA1107,Neuro-Ex
NDUFB2,Neuro-Ex
ST8SIA1,Neuro-Ex
PID1,Neuro-Ex
RPS27A,Neuro-Ex
NR3C1,Neuro-Ex
STMN3,Neuro-Ex
TLN2,Neuro-Ex
KIAA0930,Neuro-Ex
VPS13D,Neuro-Ex
PRDM2,Neuro-Ex
RPLP2,Neuro-Ex
ARID1B,Neuro-Ex
PEA15,Neuro-Ex
AEBP2,Neuro-Ex
CADM3,Neuro-Ex
FMN2,Neuro-Ex
FAM13A,Neuro-Ex
TRIM37,Neuro-Ex
PPA2,Neuro-Ex
NLRP1,Neuro-Ex
GABRG2,Neuro-Ex
ANKRD30BL,Neuro-Ex
MORF4L1,Neuro-Ex
KIF3A,Neuro-Ex
BAALC,Neuro-Ex
LRRN2,Neuro-Ex
TMOD2,Neuro-Ex
CEND1,Neuro-Ex
ARHGAP10,Neuro-Ex
MACROD2,Neuro-Ex
AP001347.6,Neuro-Ex
RPL34,Neuro-Ex
EIF1,Neuro-Ex
WDR17,Neuro-Ex
RPS6,Neuro-Ex
ACTN1,Neuro-Ex
MED13L,Neuro-Ex
ATP6AP2,Neuro-Ex
GAS7,Neuro-Ex
MED12L,Neuro-Ex
GUCY1B3,Neuro-Ex
SSBP2,Neuro-Ex
KCND3,Neuro-Ex
RPL35,Neuro-Ex
SCAMP5,Neuro-Ex
GABBR2,Neuro-Ex
RNF144A,Neuro-Ex
SV2A,Neuro-Ex
ATXN1,Neuro-Ex
MIR124-2HG,Neuro-Ex
RAP1GDS1,Neuro-Ex
SYT4,Neuro-Ex
NPAS2,Neuro-Ex
GALNT18,Neuro-Ex
NOL4,Neuro-Ex
BNIP3,Neuro-Ex
GNB1,Neuro-Ex
SPATS2L,Neuro-Ex
SCN8A,Neuro-Ex
RPL27,Neuro-Ex
PPM1E,Neuro-Ex
PPP3CB,Neuro-Ex
RPL32,Neuro-Ex
CLTC,Neuro-Ex
KIF1A,Neuro-Ex
ADRBK2,Neuro-Ex
APBA2,Neuro-Ex
RPS6KC1,Neuro-Ex
ATP6V1A,Neuro-Ex
PI4KA,Neuro-Ex
ABR,Neuro-Ex
AUTS2,Neuro-Ex
EIF4G2,Neuro-Ex
SCG2,Neuro-Ex
RBFOX2,Neuro-Ex
BLCAP,Neuro-Ex
PACRG,Neuro-Ex
GLCCI1,Neuro-Ex
HCN1,Neuro-Ex
ZBTB16,Neuro-Ex
ST8SIA5,Neuro-Ex
USP22,Neuro-Ex
KIF3C,Neuro-Ex
ZMYND8,Neuro-Ex
MARK1,Neuro-Ex
HIVEP3,Neuro-Ex
MBOAT2,Neuro-Ex
MYH10,Neuro-Ex
ATP1B3,Neuro-Ex
GDAP1,Neuro-Ex
MEG8,Neuro-Ex
ELL2,Neuro-Ex
SOBP,Neuro-Ex
RPS24,Neuro-Ex
ACSL3,Neuro-Ex
ENO1,Neuro-Ex
ANKRD36B,Neuro-Ex
ZBTB18,Neuro-Ex
MAP7D2,Neuro-Ex
EID1,Neuro-Ex
EFR3A,Neuro-Ex
ATP6V0A1,Neuro-Ex
EXT1,Neuro-Ex
PDE2A,Neuro-Ex
YWHAE,Neuro-Ex
OSBPL3,Neuro-Ex
MAPK4,Neuro-Ex
CLEC16A,Neuro-Ex
RP5-921G16.1,Neuro-Ex
ARHGAP44,Neuro-Ex
CTNNAL1,Neuro-Ex
CYP46A1,Neuro-Ex
MLLT3,Neuro-Ex
NUDCD3,Neuro-Ex
UBL3,Neuro-Ex
CSRNP3,Neuro-Ex
CEP126,Neuro-Ex
CTTNBP2,Neuro-Ex
RAPGEF2,Neuro-Ex
TPST1,Neuro-Ex
NR3C2,Neuro-Ex
GRAMD1B,Neuro-Ex
RPLP1,Neuro-Ex
SNCB,Neuro-Ex
PRRC2B,Neuro-Ex
NPTXR,Neuro-Ex
KIF21A,Neuro-Ex
RASA2,Neuro-Ex
ITM2B,Neuro-Ex
ELAVL2,Neuro-Ex
RP11-166D19.1,Neuro-Ex
SLF1,Neuro-Ex
MORF4L2,Neuro-Ex
BRAF,Neuro-Ex
NLGN4Y,Neuro-Ex
GOLGA8B,Neuro-Ex
KCNJ6,Neuro-Ex
FUT9,Neuro-Ex
RPS15,Neuro-Ex
DAPK1,Neuro-Ex
DNAJA1,Neuro-Ex
GNPTAB,Neuro-Ex
ZFYVE28,Neuro-Ex
FAM217B,Neuro-Ex
EXOC4,Neuro-Ex
RPL37,Neuro-Ex
SPAG16,Neuro-Ex
KIFC2,Neuro-Ex
MPP6,Neuro-Ex
RNF187,Neuro-Ex
FRY,Neuro-Ex
FAM81A,Neuro-Ex
PDS5B,Neuro-Ex
ELMOD1,Neuro-Ex
BICD1,Neuro-Ex
PTPN5,Neuro-Ex
ZNF483,Neuro-Ex
EEF1A2,Neuro-Ex
AC007246.3,Neuro-Ex
ATP2C1,Neuro-Ex
UGGT2,Neuro-Ex
FARS2,Neuro-Ex
OCIAD1,Neuro-Ex
FAM49A,Neuro-Ex
TRERF1,Neuro-Ex
RPS28,Neuro-Ex
ATXN7L3B,Neuro-Ex
MICU1,Neuro-Ex
CIT,Neuro-Ex
C16orf52,Neuro-Ex
BSN,Neuro-Ex
IQSEC1,Neuro-Ex
CEP112,Neuro-Ex
SPTBN1,Neuro-Ex
NDUFA10,Neuro-Ex
PRKCE,Neuro-Ex
APBB1,Neuro-Ex
AIG1,Neuro-Ex
GLRB,Neuro-Ex
MGST3,Neuro-Ex
RHBDD2,Neuro-Ex
KIFAP3,Neuro-Ex
RPL13,Neuro-Ex
NFAT5,Neuro-Ex
LRRFIP1,Neuro-Ex
HNRNPDL,Neuro-Ex
MYO5A,Neuro-Ex
PLCL2,Neuro-Ex
CYTH1,Neuro-Ex
STMN4,Neuro-Ex
STOX2,Neuro-Ex
EPB41L3,Neuro-Ex
FTX,Neuro-Ex
WDFY3,Neuro-Ex
ATP9A,Neuro-Ex
PCDH10,Neuro-Ex
CPE,Neuro-Ex
RAB2A,Neuro-Ex
NCKAP1,Neuro-Ex
WBSCR17,Neuro-Ex
DANT2,Neuro-Ex
RP11-707M1.1,Neuro-Ex
G3BP2,Neuro-Ex
RTF1,Neuro-Ex
NUDT3,Neuro-Ex
PKNOX2,Neuro-Ex
RBM5,Neuro-Ex
SRGAP3,Neuro-Ex
RUFY3,Neuro-Ex
MTURN,Neuro-Ex
ABI2,Neuro-Ex
OSBPL6,Neuro-Ex
SNED1,Neuro-Ex
NFIX,Neuro-Ex
RP11-123M6.2,Neuro-Ex
SMARCA2,Neuro-Ex
DNAJC6,Neuro-Ex
ST8SIA3,Neuro-Ex
C11orf80,Neuro-Ex
TSPAN13,Neuro-Ex
APLP2,Neuro-Ex
NDUFS1,Neuro-Ex
NDUFV1,Neuro-Ex
PRKAR2B,Neuro-Ex
LONRF2,Neuro-Ex
ADD2,Neuro-Ex
UQCRB,Neuro-Ex
SEC62,Neuro-Ex
WSB1,Neuro-Ex
ARHGEF7,Neuro-Ex
MIPOL1,Neuro-Ex
HLF,Neuro-Ex
7-Sep,Neuro-Ex
SIK2,Neuro-Ex
8-Sep,Neuro-Ex
MAGI1,Neuro-Ex
USP25,Neuro-Ex
CPLX1,Neuro-Ex
INPP5F,Neuro-Ex
SATB1-AS1,Neuro-Ex
MAP3K13,Neuro-Ex
ARHGAP21,Neuro-Ex
MNAT1,Neuro-Ex
ATP6AP1,Neuro-Ex
DDX24,Neuro-Ex
SYBU,Neuro-Ex
RPS19,Neuro-Ex
RP5-1187M17.10,Neuro-Ex
RPL38,Neuro-Ex
ZNF91,Neuro-Ex
RPL3,Neuro-Ex
HNRNPK,Neuro-Ex
MT3,Neuro-Ex
RASGRF1,Neuro-Ex
TRIM44,Neuro-Ex
GABRA2,Neuro-Ex
EXOC6,Neuro-Ex
ABLIM2,Neuro-Ex
SNRPN,Neuro-Ex
LDHB,Neuro-Ex
RPS8,Neuro-Ex
PLXNA2,Neuro-Ex
PCNXL2,Neuro-Ex
FHL1,Neuro-Ex
NEDD4L,Neuro-Ex
MFSD6,Neuro-Ex
SPOCK2,Neuro-Ex
PFDN5,Neuro-Ex
SAMD12,Neuro-Ex
FAM13B,Neuro-Ex
FEZ1,Neuro-Ex
ZFAND5,Neuro-Ex
CCDC30,Neuro-Ex
ATP6V0B,Neuro-Ex
CHGB,Neuro-Ex
NEK10,Neuro-Ex
SYT13,Neuro-Ex
HMP19,Neuro-Ex
UBA6-AS1,Neuro-Ex
PLEKHB2,Neuro-Ex
DCLK2,Neuro-Ex
PTPRN,Neuro-Ex
TASP1,Neuro-Ex
FHOD3,Neuro-Ex
ARNT2,Neuro-Ex
LRRC8B,Neuro-Ex
MAP1LC3A,Neuro-Ex
TTLL11,Neuro-Ex
ATP8A2,Neuro-Ex
UNC79,Neuro-Ex
RNF157,Neuro-Ex
TERF2IP,Neuro-Ex
NISCH,Neuro-Ex
SHANK2,Neuro-Ex
LMTK2,Neuro-Ex
SLC22A17,Neuro-Ex
RABGAP1,Neuro-Ex
KSR2,Neuro-Ex
TMEM131,Neuro-Ex
SYNJ1,Neuro-Ex
OPTN,Neuro-Ex
KCNQ2,Neuro-Ex
PPP2R5C,Neuro-Ex
SUGP2,Neuro-Ex
GPC1,Neuro-Ex
AMPH,Neuro-Ex
GFOD1,Neuro-Ex
FBXL16,Neuro-Ex
SLC23A2,Neuro-Ex
ICA1L,Neuro-Ex
VGLL4,Neuro-Ex
DZIP3,Neuro-Ex
TACC1,Neuro-Ex
TLK1,Neuro-Ex
SCRN1,Neuro-Ex
KCNT1,Neuro-Ex
6-Mar,Neuro-Ex
GNB5,Neuro-Ex
DYNC2H1,Neuro-Ex
ANKRD17,Neuro-Ex
RAD9A,Neuro-Ex
PLEKHA6,Neuro-Ex
KLHL32,Neuro-Ex
ENSA,Neuro-Ex
RSRP1,Neuro-Ex
PLD3,Neuro-Ex
GRINA,Neuro-Ex
ATP5I,Neuro-Ex
FAM168B,Neuro-Ex
HNRNPA2B1,Neuro-Ex
ETV5,Neuro-Ex
ANO5,Neuro-Ex
HSPA12A,Neuro-Ex
SNU13,Neuro-Ex
PPP2R1A,Neuro-Ex
ATL1,Neuro-Ex
SRSF5,Neuro-Ex
PKD1,Neuro-Ex
CLTA,Neuro-Ex
CNTNAP1,Neuro-Ex
PAFAH1B1,Neuro-Ex
MAPK9,Neuro-Ex
RANGAP1,Neuro-Ex
B4GAT1,Neuro-Ex
ATCAY,Neuro-Ex
STAU2,Neuro-Ex
AKAP11,Neuro-Ex
MAPRE2,Neuro-Ex
GOT1,Neuro-Ex
ACTR2,Neuro-Ex
DYNC1H1,Neuro-Ex
HSP90B1,Neuro-Ex
SEZ6L2,Neuro-Ex
REEP2,Neuro-Ex
NCEH1,Neuro-Ex
NR2F1,Neuro-Ex
TSPYL2,Neuro-Ex
KCNAB2,Neuro-Ex
MAP9,Neuro-Ex
RAB11FIP4,Neuro-Ex
MTPN,Neuro-Ex
MPRIP,Neuro-Ex
NAPEPLD,Neuro-Ex
